Observation,Label,Prediction,Threshold,Explanation,Change
365,False,0.2502109648134363,0.5,0,No Explanation
366,False,0.33342311243399253,0.5,0,No Explanation
367,True,0.27451748363985334,0.5,0,No Explanation
368,False,0.10028499410460937,0.5,0,No Explanation
369,True,0.1861332252270902,0.5,0,No Explanation
370,False,0.2760589536890402,0.5,0,No Explanation
371,False,0.1537102248077704,0.5,0,No Explanation
372,False,0.10135834757573953,0.5,0,No Explanation
373,False,0.12648724953919732,0.5,0,No Explanation
374,False,0.138474398826113,0.5,0,No Explanation
375,False,0.09184324522494364,0.5,0,No Explanation
376,True,0.3607205700405473,0.5,0,No Explanation
377,False,0.12908372428748524,0.5,0,No Explanation
378,False,0.28546074632941826,0.5,0,No Explanation
379,False,0.16054970888945622,0.5,0,No Explanation
380,False,0.15063382413386517,0.5,0,No Explanation
381,False,0.15599740257545486,0.5,0,No Explanation
382,False,0.07200819543667011,0.5,0,No Explanation
383,False,0.04724594453284772,0.5,0,No Explanation
384,False,0.17402599256026452,0.5,0,No Explanation
385,False,0.15625659373613693,0.5,0,No Explanation
386,False,0.2903748443004479,0.5,0,No Explanation
387,False,0.2945841063830822,0.5,0,No Explanation
388,False,0.4442018020517065,0.5,0,No Explanation
389,False,0.07950034905135535,0.5,0,No Explanation
390,False,0.20847182748803783,0.5,0,No Explanation
391,False,0.23787479532663341,0.5,0,No Explanation
392,True,0.15721587233226494,0.5,0,No Explanation
393,True,0.3297384812814352,0.5,0,No Explanation
394,False,0.04670286083301452,0.5,0,No Explanation
395,False,0.13193366233507248,0.5,0,No Explanation
396,False,0.12560859087804857,0.5,0,No Explanation
397,False,0.18340113419665807,0.5,0,No Explanation
398,False,0.22229398281091736,0.5,0,No Explanation
399,False,0.13951039507316854,0.5,0,No Explanation
400,False,0.23982214604637228,0.5,0,No Explanation
401,False,0.5212122417370292,0.5,1,home_ownership::nan from 0.0 to 1.0
401,False,0.5212122417370292,0.5,2,purpose::small_business from 0.0 to 1.0
401,False,0.5212122417370292,0.5,3,verification_status::Not Verified from 1.0 to 0.0
401,False,0.5212122417370292,0.5,4,dti from 0.0 to 0.19066003584229377
401,False,0.5212122417370292,0.5,5,revol_bal from 0.0 to 0.1916900900900903
401,False,0.5212122417370292,0.5,6,open_acc from 0.038367949943512655 to 0.2093490759247994
401,False,0.5212122417370292,0.5,7,home_ownership::ANY from 1.0 to 0.0
402,False,0.056592173965580056,0.5,0,No Explanation
403,False,0.2297972935823631,0.5,0,No Explanation
404,False,0.09138862460282232,0.5,0,No Explanation
405,False,0.49486014137234663,0.5,0,No Explanation
406,False,0.4209091719922908,0.5,0,No Explanation
407,False,0.1036761678195243,0.5,0,No Explanation
408,False,0.09843434198589655,0.5,0,No Explanation
409,False,0.04293481758943302,0.5,0,No Explanation
410,True,0.16304040718082957,0.5,0,No Explanation
411,False,0.11453973003206289,0.5,0,No Explanation
412,True,0.38606828359774653,0.5,0,No Explanation
413,False,0.12712194024084975,0.5,0,No Explanation
414,False,0.2773423748908567,0.5,0,No Explanation
415,False,0.4305379956094338,0.5,0,No Explanation
416,False,0.24715910914236874,0.5,0,No Explanation
417,False,0.04411037612924592,0.5,0,No Explanation
418,False,0.07750804000276594,0.5,0,No Explanation
419,False,0.18339555159126186,0.5,0,No Explanation
420,False,0.08463562968392545,0.5,0,No Explanation
421,False,0.346617013859817,0.5,0,No Explanation
422,False,0.26134935897858375,0.5,0,No Explanation
423,False,0.1419640297968522,0.5,0,No Explanation
